deity_tradition,corpus_id,slip_number,original_slip_label,poem_text,edition,edition_id,edition_date_period,source_locator,transcription_status,notes
觀音（living-tradition mapping）,guanyin,11,第011籤,欲求好事喜非常 爭相姻親只暫忙 畢竟到頭成好事 貴人接引貴人鄉,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第011籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,12,第012籤,時臨否極泰當來 抖擻從君出暗埃 若欲卯寅佳信至 管教立志事和諧,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第012籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,13,第013籤,自小生身富貴家 眼前萬事總奢華 要君賜受金魚袋 四海傳名足可誇,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第013籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,14,第014籤,宛如仙鶴出樊籠 脫&#21364;羈縻處處通 南北東西無障&#30861; 任君直上九霄中,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第014籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,15,第015籤,觸人口氣最難吞 忽有災危禍到門 卵破巢空無宿處 深為穩便把心存,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第015籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,16,第016籤,攢眉思慮暫時開 咫尺雲開見日來 宛如汙泥中片玉 良工一舉出塵埃,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第016籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,17,第017籤,莫聽閑言與是非 晨昏只好念阿彌 若將妄語為真實 畫餅如何療得飢,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第017籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,18,第018籤,金烏西墜兔東臨 日夜循環�琤j今 僧道得之無不利 工商農士各開心,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第018籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,19,第019籤,急水灘頭放艇時 狂風作浪欲何為 待他浪靜風停後 穩載船歸過不危,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第019籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,20,第020籤,當春久雨喜初晴 玉兔金烏漸漸明 舊事已成新事遂 看看一跳入蓬瀛,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第020籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,21,第021籤,陰陽道合總由天 女嫁男婚豈偶然 但看龍蛇堪運動 熊羆&#21494;夢喜團圓,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第021籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,22,第022籤,四郊田畝皆枯竭 久旱俄然三日霖 花&#33747;草芽俱潤澤 始知一雨值千金,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第022籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,23,第023籤,欲攀仙桂蟾宮去 豈慮天門不放開 謀望一般音信好 高人自送嶺頭來,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第023籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,24,第024籤,不成鄰里不成家 水泡痴人似落花 若問君恩難得力 到頭畢竟事如&#34100;,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第024籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,25,第025籤,過了憂危第幾重 從今再歷永無凶 寬心自有寬心計 得遇高人護聖功,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第025籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,26,第026籤,上下傳來事總虛 天邊接得一封書 書中許我功名事 直待終時亦是無,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第026籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,27,第027籤,一謀一用一番機 慮後疑前不敢為 時至自然逢貴助 銀牆鐵壁好安居,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第027籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,28,第028籤,東方月上正嬋娟 頃刻雲遮月半邊 莫道圓時還又缺 須教缺處復重圓,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第028籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,29,第029籤,寶劍光芒出匣時 匣中應不被塵欺 貴人親手提攜起 儘可防身更無疑,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第029籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,30,第030籤,勸君切莫向他求 似鶴飛來暗箭投 若去採薪蛇伏草 恐遭毒手也堪憂,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第030籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,31,第031籤,清閑無事靜處坐 飢時吃飯困時臥 放下身心不用忙 必定不遭殃與禍,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第031籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,32,第032籤,渺渺前途事可疑 石中藏玉有誰知 一朝良臣分明剖 始覺其中碧玉奇,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第032籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,33,第033籤,石藏美玉在中心 得指何須向外尋 直待高人來剖析 恰如靈雨滌煩襟,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第033籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,34,第034籤,出入行藏禮義恭 言必忠良聽必聰 心下了然俱洞徹 光明如日正當空,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第034籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,35,第035籤,衣冠重整就宿風 道是無功卻有功 掃卻當途荊棘&#30861; 三人共議事相同,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第035籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,36,第036籤,目前病訟不須憂 實地資財儘可求 恰好繫猿今脫鎖 得歸仙洞去來遊,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第036籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,37,第037籤,欲問身安運泰時 風中燈燭不相宜 爭如收拾深堂坐 庶免光搖近處期,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第037籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,38,第038籤,鏡月當空出匣時 剎那雲霧暗迷離 寬心守待浮雲散 更改相宜可望為,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第038籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,39,第039籤,天邊消息應難問 切莫私心強望求 若把石頭磨作鏡 精神枉費一時休,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第039籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
觀音（living-tradition mapping）,guanyin,40,第040籤,紅輪西墜兔東升 陰長陽消是兩形 若是女人占此卦 增添福祿稱心情,籤詩網（chance.org.tw）觀音一百籤（secondary transcription，comparison witness）,src-chance-org-tw,現代（網站版；未標年代）,http://www.chance.org.tw/籤詩集/觀音一百籤/籤詩網‧觀音一百籤__第040籤.htm,PROBABLE,chance.org.tw（籤詩網）secondary transcription，witness transcription confidence = PROBABLE（未對原圖逐字核對），保留作 comparison witness；production/reference edition = 艋舺龍山寺百首版，逐籤核對尚未完成（production migration = TRANSCRIPTION_PENDING）；待依艋舺版（薛皓文 2008 附錄二為 transcription evidence）逐籤核對後升 VERIFIED。
