deity_tradition,corpus_id,slip_number,original_slip_label,poem_text,edition,edition_id,edition_date_period,source_locator,transcription_status,notes
關帝（living-tradition mapping）,guandi,11,第十一,今年好事一番新，冨貴榮華萃一身。；誰道機關難料處，到頭獨立轉傷神。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/11 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,12,第十二,營為期望向春前，誰料秋來又不然。；直遇清江貴公子，一生活計始安全。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/12 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,13,第十三,君今庚甲未亨通，且向江頭作釣前。；玉兔重生應發積，萬人頭上逞英雄。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/13 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,14,第十四,一見佳人便喜歡，誰知向後有多般。；人情冷暖君休訝，歷涉應知行路難。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/14 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,15,第十五,兩家門戶各相當，不是因緣莫較量。；直待春風好消息，卻調琴瑟向蘭房。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/15 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,16,第十六,官事悠悠難辯明，不如息了且歸耕。；傍人扇惑君休信，此事當謀親弟兄。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/16 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,17,第十七,田園價貫好商量，事到公庭彼此傷。；縱是機關圖得勝，定為後世子孫殃。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/17 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,18,第十八,知君指擬似空華，底事茫茫未有涯。；牢把腳根踏實地，善為善應永無差。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/18 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,19,第十九,嗟子從來未得時，今年星運頗相宜。；營求動作都如意，和合婚姻誕貴兒。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/19 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,20,第二十,一生心事向誰論，十八灘頭說與君。；世事盡從流水去，功名富貴等浮雲。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/20 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,21,第二十一,與君夙昔結成寃，今日相逢那得緣。；好把經文多諷誦，祈求戶口保嬋娟。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/21 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,22,第二十二,碧玉池中開白蓮，裝嚴色相自天然。；生來骨格超凡俗，正是人間第一仙。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/22 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,23,第二十三,花開花落任春風，貴賤窮通百歲中。；似子榮華今已矣，到頭萬事總歸空。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/23 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,24,第二十四,一春萬事苦憂煎，夏裹營求始貼然。；更遇秋成冬至後，恰如騎鶴與腰纏。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/24 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,25,第二十五,寅午戌年多阻滯，亥子五月漸亨嘉。；更逢玉兔金鷄會，枯木逢春自放花。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/25 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,26,第二十六,年來豐歉皆天數，自是今年旱較多。；與子定期三日內，田疇沾足雨滂沱。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/26 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,27,第二十七,世間萬物皆有主，一粒一毫君莫取。；英雄豪傑自天生，也須步步循規矩。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/27 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,28,第二十八,公侯將相本無種，好把勤勞契上天。；人事盡時天理見，材高豈得困林泉。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/28 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,29,第二十九,祖宗積德幾多年，源遠流長慶自然。；更若操修無倦意，天須還汝舊青氈。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/29 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,30,第三十,奉公謹守莫欺心，自有亨通吉利臨。；目下營求且休矣，秋期與子定佳音。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/30 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,31,第三十一,秋冬作事只尋常，春到門庭漸吉昌。；千里信音符遠望，萱堂快樂未渠央。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/31 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,32,第三十二,勞生汩汩竟何歸，疾病兼多是與非。；事到頭時渾似夢，何如休要用心機。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/32 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,33,第三十三,不分南北與西東，眼底昏昏耳似聾。；熟讀黃庭經一卷，不論貴賤與窮通。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/33 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,34,第三十四,春夏纔過秋又冬，紛紛謀慮攪心胸。；貴人垂手來相援，休把私心情意濃。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/34 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,35,第三十五,一山如畫對清江，門裹團圓事事雙。；誰料半途分拆去，空帷無語對銀缸。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/35 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,36,第三十六,功名冨貴自能為，偶著仙鞭莫問伊。；萬里鵬程君有分，昊山嶺上好鑽龜。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/36 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,37,第三十七,焚香來告復何辭，善惡平分汝自知。；屏卻昧公心裹事，出門無礙是通時。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/37 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,38,第三十八,蛩吟唧唧守孤幃，千里懸懸望信歸。；等得榮華公子到，秋冬括括雨霏霏。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/38 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,39,第三十九,北山門下好安居，若問終時慎厥初。；堪笑包藏許多事，鴻鱗難便好修書。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/39 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,40,第四十,新來換得好規模，何用隨它步與趨。；即聽耳邊消息到，崎嶇歷過見亨衢。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/40 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,41,第四十一,自南自北自東西，欲到天涯誰作梯。；遇鼠逢牛三弄笛，好將名姓榜頭題。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/41 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,42,第四十二,我曾許汝事和諧，誰料修為汝自乖。；但改新圖莫依舊，營謀應得稱心懷。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/42 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,43,第四十三,一紙官書火急催，扁舟速下浪如雷。；雖然目下多驚懼，保汝平安去復回。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/43 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,44,第四十四,汝是人中最吉人，誤為誤作損精神。；堅牢一念酬香願，冨貴榮華在汝身。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/44 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,45,第四十五,好將心地力耕耘，彼此山頭總是墳。；陰地不如心地好，修為到底卻輸君。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/45 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,46,第四十六,君是山中萬戶侯，信知騎馬勝騎牛。；今朝馬上看山色，爭似騎牛得自由。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/46 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,47,第四十七,與君萬語復千言，衹欲平和雪爾冤。；訟則終凶君記取，試於清夜把心捫。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/47 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,48,第四十八,登山涉水正天寒，兄弟親姻那得安。；不遇虎頭人一喚，全家誰保汝重懼。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/48 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,49,第四十九,彼此家居只一山，如何似膈鬼門關。；日月如梭人易老，許多勞碌不如閑。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/49 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,50,第五十,人說今年勝去年，也須步步要周旋。；一家和氣多生福，萋菲讒言莫聽偏。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/50 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,51,第五十一,君今百事且隨緣，水到渠成聽自然。；莫嘆年來不如意，喜逢新運稱心田。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/51 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,52,第五十二,兀坐幽居歎寂寥，孤燈隱映度清宵。；萬金忽報秋光好，活計扁舟渡北潮。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/52 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,53,第五十三,艱難險阻路蹊蹺，南烏孤飛依北巢。；今日貴人曾識面，相逢恰似夏秋交。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/53 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,54,第五十四,萬人叢裹逞英豪，便欲飛騰霄漢高。；爭奈乘流風未便，青燈黃卷且勤勞。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/54 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
