deity_tradition,corpus_id,slip_number,original_slip_label,poem_text,edition,edition_id,edition_date_period,source_locator,transcription_status,notes
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,11,乙酉,靈雞漸漸見分明；凡事且看子丑寅；雲開月出照天下；郎君即便見太平,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-011,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-011,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,12,乙亥,長江風浪漸漸靜；于今得進可安寧；必有貴人相扶助；凶事脫出見太平,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-012,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-012,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,13,丙子,命內正逢羅孛關；用盡心機總未休；作福問神難得過；恰是行舟上高灘,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-013,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-013,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,14,丙寅,財中漸漸見分明；花開花謝結子成；寬心且看月中桂；郎君即便見太平,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-014,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-014,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,15,丙辰,八十原來是太公；看看晚景遇文王；目下緊事休相問；勸君且守待運通,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-015,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-015,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,16,丙午,不須作福不須求；用盡心機總未休；陽世不知陰世事；官法如爐不自由,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-016,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-016,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,17,丙申,舊恨重重未改為；家中禍患不臨身；須當謹防宜作福；龍蛇交會得和合,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-017,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-017,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,18,丙戍,君問中間此言因；看看祿馬拱前程；求得貴人多得利；和合自有兩分明,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-018,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-018,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,19,丁丑,富貴由命天註定；心高必然誤君期；不然且回依舊路；雲開月出兩分明,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-019,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-019,VERIFIED,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,20,丁卯,前途功名未得意；只恐命內有交加；兩家必定防損失；勸君且退莫咨嗟,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-020,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-020,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,21,丁巳,十方佛法有靈通；大難禍患不相同；紅日當空常照耀；還有貴人到家堂,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-021,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-021,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,22,丁未,太公家業八十成；月出光輝四海明；命內自然逢大吉；茅屋中間百事亨,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-022,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-022,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,23,丁酉,欲去長江水闊茫；前途未遂運未通；如今絲綸常在手；只恐魚水不相逢,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-023,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-023,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,24,丁亥,月出光輝四海明；前途祿位見太平；浮雲掃退終無事；可保禍患不臨身,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-024,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-024,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,25,戊子,總是前途莫心勞；求神問聖枉是多；但看雞犬日過後；不須作福事如何,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-025,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-025,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,26,戊寅,選出牡丹第一枝；勸君折取莫遲疑；世間若問相知處；萬事逢春正及時,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-026,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-026,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,27,戊辰,君爾寬心且自由；門庭清吉家無憂；財寶自然終吉利；凡事無傷不用求,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-027,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-027,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,28,戊午,右上籤號與卦象；於今莫作此當時；虎落平陽被犬欺；世間凡事何難定,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-028,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-028,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,29,戊申,枯木可惜未逢春；如今還在暗中藏；寬心且守風霜退；還君依舊作乾坤,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-029,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-029,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,30,戊戍,漸漸看此月中和；過後須妨未得高；改變顏色前途去；凡事必定見重勞,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-030,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-030,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,31,己丑,綠柳蒼蒼正當時；任君此去作乾坤；花葉結實無殘謝；福祿自有慶家門,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-031,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-031,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,32,己卯,龍虎相交在門前；此事必定兩相連；黃金忽然變成鐵；何用作福問神仙,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-032,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-032,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,33,己巳,欲去長江水闊茫；行舟把定未遭風；戶內用心再作福；看看魚水得相逢,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-033,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-033,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,34,己未,危險高山行過盡；莫嫌此路有重重；若見蘭桂漸漸發；去蛇反轉變成龍,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-034,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-034,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,35,己酉,此事何須用心機；前途變怪自然知；看看此去得和合；漸漸脫出見太平,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-035,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-035,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,36,己亥,福如東海壽如山；君爾何須嘆苦難；命內自然逢大吉；祈保分明得自安,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-036,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-036,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,37,庚子,運逢得意身顯變；君爾身中皆有益；一向前途無難事；決意之中保清吉,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-037,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-037,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,38,庚寅,名顯有意在中間；不須祈禱心自安；看看早晚日過後；即時得意在中間,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-038,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-038,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,39,庚辰,意中若問神仙路；勸爾且退望高樓；寬心且守寬心坐；必然遇得貴人扶,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-039,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-039,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,40,庚午,平生富貴成祿位；君家門戶定光輝；此中必定無損失；夫妻百歲喜相隨,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-040,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-040,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,41,庚申,今行到手寔難推；歌歌暢飲自徘徊；雞犬相聞消息近；婚姻夙世結成雙,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-041,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-041,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,42,庚戍,一重江水一重山；誰知此去路又難；任他改求終不過；是非終久未得安,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-042,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-042,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,43,辛丑,一年作事急如飛；君爾寬心莫遲疑；貴人還在千里外；音信月中漸漸知,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-043,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-043,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,44,辛卯,客到前途多得利；君爾何故兩相疑；雖是中間逢進退；月出光輝得運時,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-044,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-044,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,45,辛巳,花開今已結成果；富貴榮華終到老；君子小人結會合；萬事清吉莫煩惱,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-045,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-045,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,46,辛未,功名得位與君顯；前途富貴喜安然；若遇一輪明月照；十五團圓照滿天,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-046,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-046,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,47,辛酉,君爾何須問聖跡；自己心中皆有益；于今且看月中旬；凶事脫出化成吉,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-047,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-047,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,48,辛亥,陰世作事未和同；雲遮月色正朦朧；心中意欲前途去；只恐前途運未通,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-048,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-048,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,49,壬子,言語雖多不可從；風雲靜處未行龍；暗中終得明消息；君屬何須問重重,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-049,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-049,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,50,壬寅,佛前發誓無異心；且看前途得好音；此物原來本是鐵；亦能變化得成金,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-050,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-050,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
媽祖（北港朝天宮，living-tradition mapping）,liushijiazi,51,壬辰,東西南北不堪行；前途此事正可當；勸君把定莫煩惱；家門自有保安康,北港朝天宮官方六十甲子籤（modern reference edition）,ref-lsjz-051,現代（官方網站版；reference edition 由 Study 03 comparison 建立）,https://www.matsu.org.tw/?act=menuinfo&ml_id=20240116002&cmd=list （北港官方籤詩列表）；attestation: att-bg-051,PROBABLE,沿用 corpus package authenticity（58 PROBABLE / 2 VERIFIED）；historical baseline 維持 0/60（古本文字未取得，不因身分證升級）
